"device_name";"start_date_time";"end_date_time";"actual_start_time";"actual_end_time";"date";"production_output";"start_counter_value";"end_counter_value";"window_first_reading";"readings_count";"reset_count";"pre_reset_sum";"reset_info"
"Machine3";"2025-05-01 07:30:00";"2025-05-02 07:30:00";"2025-05-01 07:30:00";"2025-05-02 07:29:00";"May 1, 2025";35386.22;15272210.82;15307597.04;15272238.21;1414;0;0;"[]"
"Machine3";"2025-05-02 07:30:00";"2025-05-03 07:30:00";"2025-05-02 07:30:00";"2025-05-03 07:29:00";"May 2, 2025";35266.7;15307597.04;15342863.74;15307639.37;1411;0;0;"[]"
"Machine3";"2025-05-03 07:30:00";"2025-05-04 07:30:00";"2025-05-03 07:30:00";"2025-05-04 07:29:00";"May 3, 2025";30078.37;15342863.74;15372942.11;15342902.75;1417;0;0;"[]"
"Machine3";"2025-05-04 07:30:00";"2025-05-05 07:30:00";"2025-05-04 07:30:00";"2025-05-05 07:29:00";"May 4, 2025";26903.62;15372942.11;15399845.73;15372974.48;1412;0;0;"[]"
"Machine3";"2025-05-05 07:30:00";"2025-05-06 07:30:00";"2025-05-05 07:30:00";"2025-05-06 07:29:00";"May 5, 2025";28642.47;15399845.73;15428488.2;15399872.29;1413;0;0;"[]"
"Machine3";"2025-05-06 07:30:00";"2025-05-07 07:30:00";"2025-05-06 07:30:00";"2025-05-07 07:29:00";"May 6, 2025";26320.13;15428488.2;15454808.33;15428488.2;1414;0;0;"[]"
"Machine3";"2025-05-07 07:30:00";"2025-05-08 07:30:00";"2025-05-07 07:30:00";"2025-05-08 07:29:00";"May 7, 2025";559.42;15454808.33;15455367.75;15454808.33;1415;0;0;"[]"
"Machine3";"2025-05-08 07:30:00";"2025-05-09 07:30:00";"2025-05-08 07:30:00";"2025-05-09 07:29:00";"May 8, 2025";0.0;15455367.75;15455367.75;15455367.75;1416;0;0;"[]"
"Machine3";"2025-05-09 07:30:00";"2025-05-10 07:30:00";"2025-05-09 07:30:00";"2025-05-10 07:29:00";"May 9, 2025";11.62;15455367.75;15455379.37;15455367.75;1414;0;0;"[]"
"Machine3";"2025-05-10 07:30:00";"2025-05-11 07:30:00";"2025-05-10 07:30:00";"2025-05-11 07:29:00";"May 10, 2025";11453.17;15455379.37;15466832.54;15455379.37;1377;0;0;"[]"
"Machine3";"2025-05-11 07:30:00";"2025-05-12 07:30:00";"2025-05-11 07:30:00";"2025-05-12 07:29:00";"May 11, 2025";24860.16;15466832.54;15491692.7;15466832.54;1414;0;0;"[]"
"Machine3";"2025-05-12 07:30:00";"2025-05-13 07:30:00";"2025-05-12 07:30:00";"2025-05-13 07:29:00";"May 12, 2025";31037.85;15491692.7;15522730.55;15491692.7;1411;0;0;"[]"
"Machine3";"2025-05-13 07:30:00";"2025-05-14 07:30:00";"2025-05-13 07:30:00";"2025-05-14 07:29:00";"May 13, 2025";26118.44;15522730.55;15548848.99;15522730.55;1416;0;0;"[]"
"Machine3";"2025-05-14 07:30:00";"2025-05-15 07:30:00";"2025-05-14 07:30:00";"2025-05-15 07:29:00";"May 14, 2025";29214.34;15548848.99;15578063.33;15548870.57;1415;0;0;"[]"
"Machine3";"2025-05-15 07:30:00";"2025-05-16 07:30:00";"2025-05-15 07:30:00";"2025-05-16 07:29:00";"May 15, 2025";21810.74;15578063.33;15599874.07;15578063.33;1409;0;0;"[]"
"Machine3";"2025-05-16 07:30:00";"2025-05-17 07:30:00";"2025-05-16 07:30:00";"2025-05-17 07:29:00";"May 16, 2025";35040.94;15599874.07;15634915.01;15599911.42;1410;0;0;"[]"
"Machine3";"2025-05-17 07:30:00";"2025-05-18 07:30:00";"2025-05-17 07:30:00";"2025-05-18 07:29:00";"May 17, 2025";32830.65;15634915.01;15667745.66;15634946.55;1417;0;0;"[]"
"Machine3";"2025-05-18 07:30:00";"2025-05-19 07:30:00";"2025-05-18 07:30:00";"2025-05-19 07:29:00";"May 18, 2025";19123.2;15667745.66;15686868.86;15667783.84;1403;0;0;"[]"
"Machine3";"2025-05-19 07:30:00";"2025-05-20 07:30:00";"2025-05-19 07:30:00";"2025-05-20 07:29:00";"May 19, 2025";28473.98;15686868.86;15715342.84;15686868.86;1416;0;0;"[]"
"Machine3";"2025-05-20 07:30:00";"2025-05-21 07:30:00";"2025-05-20 07:30:00";"2025-05-21 07:29:00";"May 20, 2025";30644.43;15715342.84;15745987.27;15715359.44;1415;0;0;"[]"
"Machine3";"2025-05-21 07:30:00";"2025-05-22 07:30:00";"2025-05-21 07:30:00";"2025-05-22 07:29:00";"May 21, 2025";28060.64;15745987.27;15774047.91;15746025.45;1412;0;0;"[]"
"Machine3";"2025-05-22 07:30:00";"2025-05-23 07:30:00";"2025-05-22 07:30:00";"2025-05-23 07:29:00";"May 22, 2025";28819.26;15774047.91;15802867.17;15774076.13;1416;0;0;"[]"
"Machine3";"2025-05-23 07:30:00";"2025-05-24 07:30:00";"2025-05-23 07:30:00";"2025-05-24 07:29:00";"May 23, 2025";22811.72;15802867.17;15825678.89;15802867.17;1416;0;0;"[]"
"Machine3";"2025-05-24 07:30:00";"2025-05-25 07:30:00";"2025-05-24 07:30:00";"2025-05-25 07:29:00";"May 24, 2025";35604.51;15825678.89;15861283.4;15825719.56;1417;0;0;"[]"
"Machine3";"2025-05-25 07:30:00";"2025-05-26 07:30:00";"2025-05-25 07:30:00";"2025-05-26 07:29:00";"May 25, 2025";15545.07;15861283.4;15876828.47;15861283.4;1416;0;0;"[]"
"Machine3";"2025-05-26 07:30:00";"2025-05-27 07:30:00";"2025-05-26 07:30:00";"2025-05-27 07:29:00";"May 26, 2025";27017.33;15876828.47;15903845.8;15876855.86;1413;0;0;"[]"
"Machine3";"2025-05-27 07:30:00";"2025-05-28 07:30:00";"2025-05-27 07:30:00";"2025-05-28 07:29:00";"May 27, 2025";35013.55;15903845.8;15938859.35;15903865.72;1413;0;0;"[]"
"Machine3";"2025-05-28 07:30:00";"2025-05-29 07:30:00";"2025-05-28 07:30:00";"2025-05-29 07:29:00";"May 28, 2025";28586.86;15938859.35;15967446.21;15938859.35;1373;0;0;"[]"
"Machine3";"2025-05-29 07:30:00";"2025-05-30 07:30:00";"2025-05-29 07:30:00";"2025-05-30 07:29:00";"May 29, 2025";30891.77;15967446.21;15998337.98;15967477.75;1403;0;0;"[]"
"Machine3";"2025-05-30 07:30:00";"2025-05-31 07:30:00";"2025-05-30 07:30:00";"2025-05-31 07:29:00";"May 30, 2025";26668.73;15998337.98;16025006.71;15998337.98;1414;0;0;"[]"
"Machine3";"2025-05-31 07:30:00";"2025-06-01 07:30:00";"2025-05-31 07:30:00";"2025-06-01 07:29:00";"May 31, 2025";30480.92;16025006.71;16055487.63;16025044.06;1416;0;0;"[]"
"Machine3";"2025-06-01 07:30:00";"2025-06-02 07:30:00";"2025-06-01 07:30:00";"2025-06-02 07:29:00";"June 1, 2025";29993.71;16055487.63;16085481.34;16055487.63;1407;0;0;"[]"
"Machine3";"2025-06-02 07:30:00";"2025-06-03 07:30:00";"2025-06-02 07:30:00";"2025-06-03 07:29:00";"June 2, 2025";24718.23;16085481.34;16110199.57;16085523.67;1408;0;0;"[]"
"Machine3";"2025-06-03 07:30:00";"2025-06-04 07:30:00";"2025-06-03 07:30:00";"2025-06-04 07:29:00";"June 3, 2025";33043.13;16110199.57;16143242.7;16110227.79;1416;0;0;"[]"
"Machine3";"2025-06-04 07:30:00";"2025-06-05 07:30:00";"2025-06-04 07:30:00";"2025-06-05 07:29:00";"June 4, 2025";27956.06;16143242.7;16171198.76;16143242.7;1406;0;0;"[]"
"Machine3";"2025-06-05 07:30:00";"2025-06-06 07:30:00";"2025-06-05 07:30:00";"2025-06-06 07:29:00";"June 5, 2025";39464.01;16171198.76;16210662.77;16171198.76;1416;0;0;"[]"
"Machine3";"2025-06-06 07:30:00";"2025-06-07 07:30:00";"2025-06-06 07:30:00";"2025-06-07 07:29:00";"June 6, 2025";28470.66;16210662.77;16239133.43;16210694.31;1414;0;0;"[]"
"Machine3";"2025-06-07 07:30:00";"2025-06-08 07:30:00";"2025-06-07 07:30:00";"2025-06-08 07:29:00";"June 7, 2025";32692.04;16239133.43;16271825.47;16239147.54;1416;0;0;"[]"
"Machine3";"2025-06-08 07:30:00";"2025-06-09 07:30:00";"2025-06-08 07:30:00";"2025-06-09 05:29:00";"June 8, 2025";19104.94;16271825.47;16290930.41;16271825.47;1296;0;0;"[]"
